CheckTokenCapability,3
CheckTokenMembership,3
CheckTokenMembershipEx,4
chgsign,1
chgsignf,1
ChildWindowFromPoint,2
ChildWindowFromPointEx,3
chmod,2
ChooseColor,1
ChooseFont,1
ChoosePixelFormat,2
Chord,9
ChrCmpI,2
ChrCmpIA,2
ChrCmpIW,2
chsize,2
chsize_s,2
CIBuildQueryNode,7
CIBuildQueryTree,4
CICreateCommand,5
CIDLData_CreateFromIDArray,4
CIMakeICommand,6
CIRestrictionToFullTree,8
CIState,3
CITextToFullTree,8
CITextToFullTreeEx,9
CITextToSelectTree,5
CITextToSelectTreeEx,6
cldap_open,2
ClearCommBreak,1
ClearCommError,3
ClearCustData,1
clearerr,1
clearerr_s,1
ClearEventLog,2
clearfp,0
ClearPersistentIScsiDevices,0
ClfsAddLogContainer,3
ClfsAddLogContainerSet,4
ClfsAdvanceLogBase,3
ClfsAlignReservedLog,4
ClfsAllocReservedLog,3
ClfsCloseAndResetLogFile,1
ClfsCloseLogFileObject,1
ClfsCreateLogFile,11
ClfsCreateMarshallingArea,8
ClfsCreateScanContext,5
ClfsDeleteLogByPointer,1
ClfsDeleteLogFile,5
ClfsDeleteMarshallingArea,1
ClfsFlushBuffers,1
ClfsFlushToLsn,3
ClfsGetContainerName,4
ClfsGetIoStatistics,5
ClfsLsnBlockOffset,1
ClfsLsnContainer,1
ClfsLsnCreate,3
ClfsLsnEqual,2
ClfsLsnGreater,2
ClfsLsnLess,2
ClfsLsnNull,1
ClfsLsnRecordSequence,1
ClfsMgmtDeregisterManagedClient,1
ClfsMgmtHandleLogFileFull,1
ClfsMgmtInstallPolicy,3
ClfsMgmtQueryPolicy,4
ClfsMgmtRegisterManagedClient,3
ClfsMgmtRemovePolicy,2
ClfsMgmtSetLogFileSize,5
ClfsMgmtSetLogFileSizeAsClient,6
ClfsMgmtTailAdvanceFailure,2
ClfsQueryLogFileInformation,6
ClfsReadLogRecord,9
ClfsReadNextLogRecord,8
ClfsReadPreviousRestartArea,4
ClfsReadRestartArea,5
ClfsRemoveLogContainer,3
ClfsRemoveLogContainerSet,4
ClfsReserveAndAppendLog,9
ClfsReserveAndAppendLogAligned,10
ClfsScanLogContainers,2
ClfsSetArchiveTail,2
ClfsSetEndOfLog,2
ClfsSetLogFileInformation,4
ClfsTerminateReadLog,1
ClfsWriteRestartArea,7
ClientToScreen,2
ClipCursor,1
clock,0
close,1
CloseAndResetLogFile,1
CloseClipboard,0
CloseColorProfile,1
CloseCompressor,1
CloseDecompressor,1
CloseDesktop,1
CloseDriver,3
CloseEncryptedFileRaw,1
CloseEnhMetaFile,1
CloseEventLog,1
CloseFigure,1
CloseGestureInfoHandle,1
CloseHandle,1
CloseIMsgSession,1
CloseMetaFile,1
ClosePackageInfo,1
ClosePrinter,1
ClosePrivateNamespace,2
CloseServiceHandle,1
closesocket,1
CloseThemeData,1
CloseThreadpool,1
CloseThreadpoolCleanupGroup,1
CloseThreadpoolCleanupGroupMembers,3
CloseThreadpoolIo,1
CloseThreadpoolTimer,1
CloseThreadpoolWait,1
CloseThreadpoolWork,1
CloseThreadWaitChainSession,1
CloseTouchInputHandle,1
CloseTrace,1
CloseWindow,1
CloseWindowStation,1
CLSIDFromProgID,2
CLSIDFromProgIDEx,2
CLSIDFromString,2
CM_Add_Empty_Log_Conf,4
CM_Add_Empty_Log_Conf_Ex,5
CM_Add_ID,3
CM_Add_ID_Ex,4
CM_Add_Range,4
CM_Add_Res_Des,6
CM_Add_Res_Des_Ex,7
CM_Apply_PowerScheme,0
CmCallbackGetKeyObjectID,4
CmCallbackGetKeyObjectIDEx,5
CmCallbackReleaseKeyObjectIDEx,1
CMCheckColors,5
CMCheckColorsInGamut,4
CMCheckRGBs,9
CM_Connect_Machine,2
CMConvertColorNameToIndex,4
CMConvertIndexToColorName,4
CMCreateDeviceLinkProfile,6
CM_Create_DevNode,4
CM_Create_DevNode_Ex,5
CMCreateMultiProfileTransform,5
CMCreateProfile,2
CM_Create_Range_List,2
CMCreateTransformExt,4
CM_Delete_Class_Key,2
CM_Delete_Class_Key_Ex,3
CM_Delete_Device_Interface_Key,2
CM_Delete_Device_Interface_Key_Ex,3
CM_Delete_DevNode_Key,3
CM_Delete_DevNode_Key_Ex,4
